"conceptId","fsn","synonyms"
"11848541000119106","Abrasion of left eyelid (disorder)","Abrasion of left eyelid | Abrasion of skin of left eyelid"
"11785601000119107","Abrasion of left index finger (disorder)","Abrasion of left index finger | Abrasion of second digit of left hand | Abrasion of skin of left index finger"
"11809941000119102","Abrasion of left knee (disorder)","Abrasion of left knee | Abrasion of skin of left knee | Left knee abrasion"
"11785641000119109","Abrasion of left little finger (disorder)","Abrasion of fifth digit of left hand | Abrasion of left little finger | Abrasion of skin of left little finger"
"11785681000119104","Abrasion of left middle finger (disorder)","Abrasion of left middle finger | Abrasion of skin of left middle finger"
"11785721000119105","Abrasion of left ring finger (disorder)","Abrasion of left ring finger | Abrasion of skin of left ring finger"
"211340000","Abrasion of lower leg, infected (disorder)","Abrasion of lower leg, infected | Infected abrasion of skin of lower leg"
"211340000","Abrasion of lower leg, infected (disorder)","Abrasion of lower leg, infected | Infected abrasion of skin of lower leg"
"283062009","Abrasion of lower limb (disorder)","Abrasion of lower limb | Abrasion of skin of lower limb | Graze of leg"
"283062009","Abrasion of lower limb (disorder)","Abrasion of lower limb | Abrasion of skin of lower limb | Graze of leg"
"110156006","Abrasion of mandibular attached gingiva (disorder)","Abrasion of mandibular attached gingiva"
"110154009","Abrasion of mandibular vestibule (disorder)","Abrasion of mandibular vestibule"
"110155005","Abrasion of maxillary attached gingiva (disorder)","Abrasion of maxillary attached gingiva"
"110153003","Abrasion of maxillary vestibule (disorder)","Abrasion of maxillary vestibule"
"347218661000119103","Abrasion of mouth region (disorder)","Abrasion of mouth | Abrasion of mouth region"
"283055000","Abrasion of neck (disorder)","Abrasion of neck | Abrasion of skin of neck"
"283055000","Abrasion of neck (disorder)","Abrasion of neck | Abrasion of skin of neck"
"109585008","Abrasion of neck of tooth (disorder)","Abrasion of neck of tooth | Cervical abrasion of tooth"
"210993000","Abrasion of neck, infected (disorder)","Abrasion of neck, infected | Infected abrasion of skin of neck"
"210993000","Abrasion of neck, infected (disorder)","Abrasion of neck, infected | Infected abrasion of skin of neck"
"283052002","Abrasion of nose (disorder)","Abrasion of nose | Abrasion of skin of nose"
"283052002","Abrasion of nose (disorder)","Abrasion of nose | Abrasion of skin of nose"
"1279648009","Abrasion of ocular adnexa (disorder)","Abrasion of ocular adnexa"
"43281000087100","Abrasion of ocular adnexa of left eye (disorder)","Abrasion of ocular adnexa of left eye"
"44221000087104","Abrasion of ocular adnexa of right eye (disorder)","Abrasion of ocular adnexa of right eye"
"262633005","Abrasion of oral alveolar mucosa (disorder)","Abrasion of oral alveolar mucosa"
"262633005","Abrasion of oral alveolar mucosa (disorder)","Abrasion of oral alveolar mucosa"
"262630008","Abrasion of oral cavity (disorder)","Abrasion of mouth | Abrasion of oral cavity"
"262630008","Abrasion of oral cavity (disorder)","Abrasion of mouth | Abrasion of oral cavity"
"110162001","Abrasion of oropharynx (disorder)","Abrasion of oropharynx"
"262631007","Abrasion of palate (disorder)","Abrasion of palate"
"262631007","Abrasion of palate (disorder)","Abrasion of palate"
"283060001","Abrasion of pelvic region (disorder)","Abrasion of pelvic region"
"283060001","Abrasion of pelvic region (disorder)","Abrasion of pelvic region"
"1359861007","Abrasion of pelvic segment of trunk (disorder)","Abrasion of pelvic segment of trunk"
"1359862000","Abrasion of pelvis (disorder)","Abrasion of pelvis"
"211064009","Abrasion of penis, infected (disorder)","Abrasion of penis, infected | Infected abrasion of skin of penis"
"211064009","Abrasion of penis, infected (disorder)","Abrasion of penis, infected | Infected abrasion of skin of penis"
"211047006","Abrasion of perineum (disorder)","Abrasion of perineum"
"211047006","Abrasion of perineum (disorder)","Abrasion of perineum"
"211063003","Abrasion of perineum, infected (disorder)","Abrasion of perineum, infected | Infected abrasion of perineum"
"211063003","Abrasion of perineum, infected (disorder)","Abrasion of perineum, infected | Infected abrasion of perineum"
"110165004","Abrasion of periorbital region of face (disorder)","Abrasion of periorbital region of face | Abrasion of skin of periorbital region of face"
"110169005","Abrasion of preauricular region of face (disorder)","Abrasion of preauricular region of face | Abrasion of skin of preauricular region of face"
"11849621000119108","Abrasion of right chest wall (disorder)","Abrasion of right chest wall | Abrasion of skin of right chest wall"
"11843711000119106","Abrasion of right ear (disorder)","Abrasion of right ear | Abrasion of skin of right ear"
"47411000087102","Abrasion of right eye region (disorder)","Abrasion of right eye region"
"11848461000119109","Abrasion of right eyelid (disorder)","Abrasion of right eyelid | Abrasion of skin of right eyelid"
"11773531000119106","Abrasion of right index finger (disorder)","Abrasion of right index finger | Abrasion of second digit of right hand | Abrasion of skin of right index finger"
"11785441000119107","Abrasion of right little finger (disorder)","Abrasion of fifth digit of right hand | Abrasion of right little finger | Abrasion of skin of right little finger"
"11785481000119102","Abrasion of right middle finger (disorder)","Abrasion of right middle finger | Abrasion of skin of right middle finger"
"11785521000119102","Abrasion of right ring finger (disorder)","Abrasion of right ring finger | Abrasion of skin of right ring finger"
"430939007","Abrasion of sacral region (disorder)","Abrasion of sacral region | Abrasion of skin of sacral region"
"210989006","Abrasion of scalp (disorder)","Abrasion of scalp | Abrasion, scalp"
"210994006","Abrasion of scalp, infected (disorder)","Abrasion of scalp, infected | Infected abrasion of scalp"
"211198003","Abrasion of scapular region, infected (disorder)","Abrasion of scapular region, infected | Infected abrasion of skin of scapular region of back"
"211198003","Abrasion of scapular region, infected (disorder)","Abrasion of scapular region, infected | Infected abrasion of skin of scapular region of back"
"269193007","Abrasion of scrotum and testis, infected (disorder)","Abrasion of scrotum and testis, infected"
"269193007","Abrasion of scrotum and testis, infected (disorder)","Abrasion of scrotum and testis, infected"
"211197008","Abrasion of shoulder, infected (disorder)","Abrasion of shoulder, infected | Infected abrasion of skin of shoulder"
"211197008","Abrasion of shoulder, infected (disorder)","Abrasion of shoulder, infected | Infected abrasion of skin of shoulder"
"1287626002","Abrasion of skin of anterior abdominal wall (disorder)","Abrasion of skin of anterior abdominal wall"
"1287531005","Abrasion of skin of anterior portion of neck (disorder)","Abrasion of skin of anterior portion of neck"
"1287517005","Abrasion of skin of anus (disorder)","Abrasion of skin of anus"
"1287535001","Abrasion of skin of cheek (disorder)","Abrasion of skin of cheek"
"59521000087103","Abrasion of skin of coccygeal region (disorder)","Abrasion of skin of coccygeal region"
"1287514003","Abrasion of skin of external genitalia (disorder)","Abrasion of skin of external genitalia"
"1371763001","Abrasion of skin of eyebrow (disorder)","Abrasion of skin of eyebrow"
"1287536000","Abrasion of skin of face (disorder)","Abrasion of skin of face"
"11785561000119107","Abrasion of skin of finger of left hand (disorder)","Abrasion of finger of left hand | Abrasion of skin of finger of left hand"
"11785401000119105","Abrasion of skin of finger of right hand (disorder)","Abrasion of finger of right hand | Abrasion of skin of finger of right hand"
"1340036008","Abrasion of skin of fourth toe (disorder)","Abrasion of skin of fourth toe"
"1287534002","Abrasion of skin of head (disorder)","Abrasion of skin of head"
"59691000087104","Abrasion of skin of jawline (disorder)","Abrasion of skin of jawline"
"11862801000119100","Abrasion of skin of left ankle region (disorder)","Abrasion of left ankle | Abrasion of skin of left ankle region"
"11822881000119103","Abrasion of skin of left axilla (disorder)","Abrasion of left axilla | Abrasion of skin of left axilla"
"11849101000119106","Abrasion of skin of left breast (disorder)","Abrasion of left breast | Abrasion of skin of left breast"
"40771000087104","Abrasion of skin of left buttock (disorder)","Abrasion of skin of left buttock | Abrasion of skin of left gluteal region"
"59061000087102","Abrasion of skin of left cheek (disorder)","Abrasion of skin of left cheek"
"11849581000119108","Abrasion of skin of left clavicular region (disorder)","Abrasion of left clavicle | Abrasion of skin of left clavicular region"
"11779801000119104","Abrasion of skin of left elbow region (disorder)","Abrasion of left elbow | Abrasion of skin of left elbow region"
"59391000087107","Abrasion of skin of left eyebrow (disorder)","Abrasion of skin of left eyebrow"
"59401000087105","Abrasion of skin of left flank (disorder)","Abrasion of skin of left flank"
"11863041000119101","Abrasion of skin of left foot (disorder)","Abrasion of left foot | Abrasion of skin of left foot"
"11779721000119102","Abrasion of skin of left forearm (disorder)","Abrasion of left forearm | Abrasion of skin of left forearm"
"40751000087105","Abrasion of skin of left fourth toe (disorder)","Abrasion of skin of fourth digit of left foot | Abrasion of skin of fourth toe of left foot | Abrasion of skin of left fourth toe"
"11862881000119108","Abrasion of skin of left great toe (disorder)","Abrasion of left great toe | Abrasion of skin of first digit of left foot | Abrasion of skin of first toe of left foot | Abrasion of skin of left great toe"
"39781000087105","Abrasion of skin of left half of posterior chest wall (disorder)","Abrasion of skin of left half of posterior chest wall"
"11785801000119108","Abrasion of skin of left hand (disorder)","Abrasion of left hand | Abrasion of skin of left hand"
